"Parsha","Sheet Title","Source Index","Ref","Hebrew Text","English Text","Comment"
"Vayigash","חק לישראל - פרשת ויגש יום ראשון","2","","<small>יכוין בקריאת ששה פסוקים אלו שהם כנגד וֵ דמילוי יו''ד דשם ב''ן להשאיר בו הארה מתוספת נשמה משבת שעברה:</small>","",""
"Vayigash","חק לישראל - פרשת ויגש יום ראשון","3","Genesis 44:18-23","<div>מד (<small>יח</small>) וַיִּגַּ֨שׁ אֵלָ֜יו יְהוּדָ֗ה וַיֹּ֘אמֶר֮ בִּ֣י אֲדֹנִי֒ יְדַבֶּר־נָ֨א עַבְדְּךָ֤ דָבָר֙ בְּאׇזְנֵ֣י אֲדֹנִ֔י וְאַל־יִ֥חַר אַפְּךָ֖ בְּעַבְדֶּ֑ךָ כִּ֥י כָמ֖וֹךָ כְּפַרְעֹֽה׃</div><div><small>וּקְרֵב לְוָתֵיהּ יְהוּדָה וַאֲמַר בְּבָעוּ רִבּוֹנִי יְמַלֶּל <b>כְּעַן</b> עַבְדָךְ פִּתְגָּמָא <b>קֳדָם</b> רִבּוֹנִי וְלָא יִתְקֵף רוּגְזָךְ בְּעַבְדָךְ אֲרֵי כְפַרְעֹה כֶּן אָתְּ:</small></div><div>(<small>יט</small>) אֲדֹנִ֣י שָׁאַ֔ל אֶת־עֲבָדָ֖יו לֵאמֹ֑ר הֲיֵשׁ־לָכֶ֥ם אָ֖ב אוֹ־אָֽח׃</div><div><small>רִבּוֹנִי שְׁאִיל יָת עַבְדוֹהִי לְמֵימָר הַאִית לְכוֹן אַבָּא אוֹ אָחָא:</small></div><div>(<small>כ</small>) וַנֹּ֙אמֶר֙ אֶל־אֲדֹנִ֔י יֶשׁ־לָ֙נוּ֙ אָ֣ב זָקֵ֔ן וְיֶ֥לֶד זְקֻנִ֖ים קָטָ֑ן וְאָחִ֣יו מֵ֔ת וַיִּוָּתֵ֨ר ה֧וּא לְבַדּ֛וֹ לְאִמּ֖וֹ וְאָבִ֥יו אֲהֵבֽוֹ׃</div><div><small>וַאֲמַרְנָא לְרִבּוֹנִי אִית לָנָא אַבָּא סָבָא וּבַר סִיבְתִין זְעֵיר וְאָחוּהִי מִית וְאִשְׁתָּאַר הוּא בִּלְחוֹדוֹהִי לְאִמֵּהּ וַאֲבוּהִי רְחִים לֵהּ:</small></div><div>(<small>כא</small>) וַתֹּ֙אמֶר֙ אֶל־עֲבָדֶ֔יךָ הוֹרִדֻ֖הוּ אֵלָ֑י וְאָשִׂ֥ימָה עֵינִ֖י עָלָֽיו׃</div><div><small>וַאֲמַרְתָּ לְעַבְדָיךְ אֲחִיתוֹהִי לְוָתִי וֶאֱשַׁוֵּי עֵינִי עֲלוֹהִי:</small></div><div>(<small>כב</small>) וַנֹּ֙אמֶר֙ אֶל־אֲדֹנִ֔י לֹא־יוּכַ֥ל הַנַּ֖עַר לַעֲזֹ֣ב אֶת־אָבִ֑יו וְעָזַ֥ב אֶת־אָבִ֖יו וָמֵֽת׃</div><div><small>וַאֲמַרְנָא לְרִבּוֹנִי לָא יִכּוּל עוּלֵימָא לְמִשְׁבַּק יָת אֲבוּהִי וְאִם יִשְׁבּוֹק יָת אֲבוּהִי וּמִית:</small></div><div>(<small>כג</small>) וַתֹּ֙אמֶר֙ אֶל־עֲבָדֶ֔יךָ אִם־לֹ֥א יֵרֵ֛ד אֲחִיכֶ֥ם הַקָּטֹ֖ן אִתְּכֶ֑ם לֹ֥א תֹסִפ֖וּן לִרְא֥וֹת פָּנָֽי׃</div><div><small>וַאֲמַרְתָּ לְעַבְדָיךְ אִם לָא יֵחוֹת אֲחוּכוֹן זְעֵירָא עִמְּכוֹן לָא תוֹסְפוּן לְמֶחֱזֵי אַפָּי:</small></div>","<div>44 (18) Then Yehuda came near to him, and said, Oh my lord, let thy servant, I pray thee, speak a word in my lord’s ears, and let not thy anger burn against thy servant: for thou art even as Par῾o.</div><div>(19) My lord asked his servants, saying, Have you a father, or a brother?</div><div>(20) And we said to my lord, We have a father, an old man, and a child of his old age, a little one; and his brother is dead, and he alone is left of his mother, and his father loves him.</div><div>(21) And thou didst say to thy servants, Bring him down to me, that I may set my eyes upon him.</div><div>(22) And we said to my lord, The lad cannot leave his father: for if he should leave his father, his father would die.</div><div>(23) And thou didst say to thy servants, Unless your youngest brother comes down with you, you shall see my face no more.</div>",""
"Vayigash","חק לישראל - פרשת ויגש יום ראשון","4","","<h1><b>נביאים</b></h1>","",""
"Vayigash","חק לישראל - פרשת ויגש יום ראשון","5","Ezekiel 37:15-20","<div>לז (<small>טו</small>) וַיְהִ֥י דְבַר־יְהֹוָ֖ה אֵלַ֥י לֵאמֹֽר׃</div><div><small>וַהֲוָה פִתְגָם נְבוּאָה מִן קֳדָם יְיָ עִמִי לְמֵימָר:</small></div><div>(<small>טז</small>) וְאַתָּ֣ה בֶן־אָדָ֗ם קַח־לְךָ֙ עֵ֣ץ אֶחָ֔ד וּכְתֹ֤ב עָלָיו֙ לִֽיהוּדָ֔ה וְלִבְנֵ֥י יִשְׂרָאֵ֖ל <span class=""mam-kq-trivial"">חֲבֵרָ֑ו </span>וּלְקַח֙ עֵ֣ץ אֶחָ֔ד וּכְת֣וֹב עָלָ֗יו לְיוֹסֵף֙ עֵ֣ץ אֶפְרַ֔יִם וְכׇל־בֵּ֥ית יִשְׂרָאֵ֖ל <span class=""mam-kq-trivial"">חֲבֵרָֽו׃</span></div><div><small>וְאַתְּ בַּר אָדָם סַב לָךְ לוּחָא חֲדָא וּכְתוֹב עֲלוֹהִי לְשִׁבְטָא דִיהוּדָה וְלִבְנֵי יִשְׂרָאֵל אַחֵיהוֹן וְסַב לוּחָא חֲדָא וּכְתוֹב עֲלוֹהִי לְשִׁבְטָא דְיוֹסֵף דִי הוּא שִׁבְטָא דְאֶפְרַיִם וְכָל בֵּית יִשְׂרָאֵל אֲחֵיהוֹן:</small></div><div>(<small>יז</small>) וְקָרַ֨ב אֹתָ֜ם אֶחָ֧ד אֶל־אֶחָ֛ד לְךָ֖ לְעֵ֣ץ אֶחָ֑ד וְהָי֥וּ לַאֲחָדִ֖ים בְּיָדֶֽךָ׃</div><div><small>וְתַקְרֵיב יַתְהוֹן חַד לְוַת חַד לָךְ לְלוּחָא חַד וִיהוֹן לְחוֹד בִּידָךְ:</small></div><div>(<small>יח</small>) וְכַֽאֲשֶׁר֙ יֹאמְר֣וּ אֵלֶ֔יךָ בְּנֵ֥י עַמְּךָ֖ לֵאמֹ֑ר הֲלֽוֹא־תַגִּ֥יד לָ֖נוּ מָה־אֵ֥לֶּה לָּֽךְ׃</div><div><small>וְכַד יֵימְרוּן לָךְ בְּנֵי עַמָךְ לְמֵימָר הֲלָא תְחַוֵי לָנָא מָה אִלֵין לָךְ:</small></div><div>(<small>יט</small>) דַּבֵּ֣ר אֲלֵהֶ֗ם כֹּה־אָמַר֮ אֲדֹנָ֣י יֱהֹוִה֒ הִנֵּה֩ אֲנִ֨י לֹקֵ֜חַ אֶת־עֵ֤ץ יוֹסֵף֙ אֲשֶׁ֣ר בְּיַד־אֶפְרַ֔יִם וְשִׁבְטֵ֥י יִשְׂרָאֵ֖ל <span class=""mam-kq-trivial"">חֲבֵרָ֑ו </span>וְנָתַתִּי֩ אוֹתָ֨ם עָלָ֜יו אֶת־עֵ֣ץ יְהוּדָ֗ה וַֽעֲשִׂיתִם֙ לְעֵ֣ץ אֶחָ֔ד וְהָי֥וּ אֶחָ֖ד בְּיָדִֽי׃</div><div><small>אִתְנַבֵּי לְהוֹן כִּדְנַן אֲמַר יְיָ אֱלֹהִים הָא אֲנָא מְקָרִיב יַת שִׁבְטָא דְיוֹסֵף דִי הוּא שִׁבְטָא דְאֶפְרַיִם וְשִׁבְטֵי יִשְׂרָאֵל אֲחֵיהוֹן וַאֲחַבֵּיר יַתְהוֹן עֲלוֹהִי יַת שִׁבְטָא דִיהוּדָה וְאַעְבְּדִינוּן לְעַמָא חַד וִיהוֹן חַד קֳדָמָי:</small></div><div>(<small>כ</small>) וְהָי֨וּ הָעֵצִ֜ים אֲֽשֶׁר־תִּכְתֹּ֧ב עֲלֵיהֶ֛ם בְּיָדְךָ֖ לְעֵינֵיהֶֽם׃</div><div><small>וִיהוֹן לוּחַיָא דִי תִכְתּוֹב עֲלֵיהוֹן בִּידָךְ לְעֵינֵיהוֹן:</small></div>","<div>37 (15) And the word of the Lord came to me saying,</div><div>(16) And thou, son of man, take thee one stick, and write upon it. For Yehuda, and for the children of Yisra᾽el his companions: then take another stick and write upon it. For Yosef, the stick of Efrayim, and for all the house of Yisra᾽el his companions:</div><div>(17) and join them one to the other to make one stick; and they shall become one in thy hand.</div><div>(18) And when the children of thy people shall speak to thee, saying, Wilt thou not tell us what thou meanest by these?</div><div>(19) say to them, Thus says the Lord God; Behold I will take the stick of Yosef, which is in the hand of Efrayim, and the tribes of Yisra᾽el his companions, and will put them and it together with the stick of Yehuda to form one stick, and they shall be one in my hand.</div><div>(20) And the sticks on which thou writest shall be in thy hand before their eyes.</div>",""
"Vayigash","חק לישראל - פרשת ויגש יום ראשון","6","","<h1><b>כתובים</b></h1>","",""
"Vayigash","חק לישראל - פרשת ויגש יום ראשון","7","Proverbs 10:5-10","<div>י (<small>ה</small>) אֹגֵ֣ר בַּ֭קַּיִץ בֵּ֣ן מַשְׂכִּ֑יל נִרְדָּ֥ם בַּ֝קָּצִ֗יר בֵּ֣ן מֵבִֽישׁ׃</div><div><small>דְפָלֵיחַ בְּקַיְטָא בְּרָא סוּכְלְתָנָא הוּא וּדְדָמֵיךְ בְּחַצְדָא בְּרָא הוּא מְבַהֲתָנָא:</small></div><div>(<small>ו</small>) בְּ֭רָכוֹת לְרֹ֣אשׁ צַדִּ֑יק וּפִ֥י רְ֝שָׁעִ֗ים יְכַסֶּ֥ה חָמָֽס׃</div><div><small>בִּרְכְּתָא תֶהֶוְיָן עַל רֵישֵׁי דְצַדִיקַיָא וּבְפוּמְהוֹן דְרַשִׁיעֵי נְכַסֵי חֲטוֹפָא:</small></div><div>(<small>ז</small>) זֵ֣כֶר צַ֭דִּיק לִבְרָכָ֑ה וְשֵׁ֖ם רְשָׁעִ֣ים יִרְקָֽב׃</div><div><small>דוּכְרָנָא דְצַדִיקֵי בִּרְכְתָא וּשְׁמָא דְרַשִׁיעֵי נִדְעָךְ:</small></div><div>(<small>ח</small>) חֲכַם־לֵ֭ב יִקַּ֣ח מִצְוֺ֑ת וֶאֱוִ֥יל שְׂ֝פָתַ֗יִם יִלָּבֵֽט׃</div><div><small>דְחַכִּים לִבֵּיהּ יְקַבֵּל פּוּקְדָנָא וְסַכְלָא בְּשִׂפְוָתֵיהּ מִתְאֲחֵד:</small></div><div>(<small>ט</small>) הוֹלֵ֣ךְ בַּ֭תֹּם יֵ֣לֶךְ בֶּ֑טַח וּמְעַקֵּ֥שׁ דְּ֝רָכָ֗יו יִוָּדֵֽעַ׃</div><div><small>דִמְהַלֵךְ בִּתְמִימוּתָא נֵיזֵל בְּסַעֲדָא וְדִמְעַקְמָן אוֹרְחָתֵיהּ נִתְיְדָע:</small></div><div>(<small>י</small>) קֹ֣רֵֽץ עַ֭יִן יִתֵּ֣ן עַצָּ֑בֶת וֶאֱוִ֥יל שְׂ֝פָתַ֗יִם יִלָּבֵֽט׃</div><div><small>דְרָמֵז בְּעַיְנוֹהִי יָהֵב כְּאֵבָא וְסַלִיף בְּשִׂפְוָתֵיהּ מִתְאֲחֵד:</small></div>","<div>10 (5) He that gathers in summer is a wise son: but a son that sleeps in harvest brings shame.</div><div>(6) Blessings are upon the head of the just: but violence covers the mouth of the wicked.</div><div>(7) The memory of the just is blessed: but the name of the wicked shall rot.</div><div>(8) The wise in heart will receive commandments: but a prating fool shall be punished.</div><div>(9) He that walks uprightly walks surely: but he that perverts his ways shall be found out.</div><div>(10) He that winks with the eye causes sorrow: and a prating fool shall fall.</div>",""
"Vayigash","חק לישראל - פרשת ויגש יום ראשון","8","","<h1><b>משנה</b></h1>","",""
"Vayigash","חק לישראל - פרשת ויגש יום ראשון","9","Mishnah Peah 2","<div>א. וְאֵלּוּ מַפְסִיקִין לַפֵּאָה. הַנַּחַל, וְהַשְּׁלוּלִית, וְדֶרֶךְ הַיָּחִיד, וְדֶרֶךְ הָרַבִּים, וּשְׁבִיל הָרַבִּים, וּשְׁבִיל הַיָּחִיד הַקָּבוּעַ בִּימוֹת הַחַמָּה וּבִימוֹת הַגְּשָׁמִים, וְהַבּוּר, וְהַנִּיר, וְזֶרַע אַחֵר. וְהַקּוֹצֵר לְשַׁחַת מַפְסִיק, דִּבְרֵי רַבִּי מֵאִיר. וַחֲכָמִים אוֹמְרִים, אֵינוֹ מַפְסִיק, אֶלָּא אִם כֵּן חָרָשׁ: 
</div><div>ב. אַמַּת הַמַּיִם שֶׁאֵינָהּ יְכוֹלָה לְהִקָּצֵר כְּאַחַת, רַבִּי יְהוּדָה אוֹמֵר, מַפְסֶקֶת. וְכֹל הֶהָרִים אֲשֶׁר בַּמַּעְדֵּר יֵעָדֵרוּן, אַף עַל פִּי שֶׁאֵין הַבָּקָר יָכוֹל לַעֲבֹר בְּכֵלָיו, הוּא נוֹתֵן פֵּאָה לַכֹּל: 
</div><div>ג. הַכֹּל מַפְסִיק לַזְּרָעִים, וְאֵינוֹ מַפְסִיק לָאִילָן אֶלָּא גָדֵר. וְאִם הָיָה שֵׂעָר כּוֹתֵשׁ, אֵינוֹ מַפְסִיק, אֶלָּא נוֹתֵן פֵּאָה לַכֹּל: 
</div><div>ד. וְלֶחָרוּבִין, כָּל הָרוֹאִין זֶה אֶת זֶה. אָמַר רַבָּן גַּמְלִיאֵל, נוֹהֲגִין הָיוּ בֵּית אַבָּא, נוֹתְנִין פֵּאָה אַחַת לַזֵּיתִים שֶׁהָיוּ לָהֶם בְּכָל רוּחַ, וְלֶחָרוּבִין, כָּל הָרוֹאִין זֶה אֶת זֶה. רַבִּי אֱלִיעֶזֶר בְּרַבִּי צָדוֹק אוֹמֵר מִשְּׁמוֹ, אַף לֶחָרוּבִין שֶׁהָיוּ לָהֶם בְּכָל הָעִיר: 
</div><div>ה. הַזּוֹרֵעַ אֶת שָׂדֵהוּ מִין אֶחָד, אַף עַל פִּי שֶׁהוּא עוֹשֵׂהוּ שְׁתֵּי גְרָנוֹת, נוֹתֵן פֵּאָה אַחַת. זְרָעָהּ שְׁנֵי מִינִין, אַף עַל פִּי שֶׁעֲשָׂאָן גֹּרֶן אַחַת, נוֹתֵן שְׁתֵּי פֵאוֹת. הַזּוֹרֵעַ אֶת שָׂדֵהוּ שְׁנֵי מִינֵי חִטִּין, עֲשָׂאָן גֹּרֶן אַחַת, נוֹתֵן פֵּאָה אַחַת. שְׁתֵּי גְרָנוֹת, נוֹתֵן שְׁתֵּי פֵאוֹת: 
</div><div>ו. מַעֲשֶׂה שֶׁזָּרַע רַבִּי שִׁמְעוֹן אִישׁ הַמִּצְפָּה לִפְנֵי רַבָּן גַּמְלִיאֵל, וְעָלוּ לְלִשְׁכַּת הַגָּזִית וְשָׁאָלוּ. אָמַר נַחוּם הַלַּבְלָר, מְקֻבָּל אֲנִי מֵרַבִּי מְיָאשָׁא, שֶׁקִּבֵּל מֵאַבָּא, שֶׁקִּבֵּל מִן הַזּוּגוֹת, שֶׁקִּבְּלוּ מִן הַנְּבִיאִים, הֲלָכָה לְמשֶׁה מִסִּינַי, בְּזוֹרֵעַ אֶת שָׂדֵהוּ שְׁנֵי מִינֵי חִטִּין, אִם עֲשָׂאָן גֹּרֶן אַחַת, נוֹתֵן פֵּאָה אַחַת. שְׁתֵּי גְרָנוֹת, נוֹתֵן שְׁתֵּי פֵאוֹת: 
</div><div>ז. שָׂדֶה שֶׁקְּצָרוּהָ כּוּתִים, קְצָרוּהָ לִסְטִים, קִרְסְמוּהָ נְמָלִים, שְׁבָרַתָּהּ הָרוּחַ אוֹ בְהֵמָה, פְּטוּרָה. קָצַר חֶצְיָהּ וְקָצְרוּ לִסְטִים חֶצְיָהּ, פְּטוּרָה, שֶׁחוֹבַת הַפֵּאָה בַּקָּמָה: 
</div><div>ח. קְצָרוּהָ לִסְטִים חֶצְיָהּ וְקָצַר הוּא חֶצְיָהּ, נוֹתֵן פֵּאָה מִמַּה שֶּׁקָּצָר. קָצַר חֶצְיָהּ וּמָכַר חֶצְיָהּ, הַלּוֹקֵחַ נוֹתֵן פֵּאָה לַכֹּל. קָצַר חֶצְיָהּ וְהִקְדִּישׁ חֶצְיָהּ, הַפּוֹדֶה מִיַּד הַגִּזְבָּר, הוּא נוֹתֵן פֵּאָה לַכֹּל: 
</div>","<div>1. The following divide a field for peah: a stream, a pool, a private road, a public road, a public path, a private path in constant use in summer and the rainy season, fallow land, a plowed field and a different seed. One who harvested for animal fodder, [the plot] serves divides, the words of Rabbi Meir. But the sages say: it does not stop for peah unless it is plowed.</div><div>2. A water channel that makes harvesting [on one side] impossible [while standing on the other side], Rabbi Judah says: it divides. But all of the hills that can be tilled with a hoe, even though cattle cannot pass over it in with their equipment, [is regarded as part of the field] he gives one peah from it all.</div><div>3. All of these divide in the case of a field [planted] with seeds, but in the case of trees nothing divides except a fence. Should the branches intertwine [on top of the fence], then it does not divide and he gives one peah for the whole field.</div><div>4. As for carob trees, [they are not divided] as long as they see one another. Rabban Gamaliel said: we had this custom in the house of my father. We would give separate peah from the olive trees in each direction and [one peah] for all the carob trees that saw one another. Rabbi Elazar bar Zadok said in his name: also for the carob trees they had in the whole city [they only gave one peah].</div><div>5. He who plants his field with one kind of seed, even though he makes up of it two threshing-floors, he gives only one peah [for the lot]. If he plants it of two kinds, even though he makes up of it one threshing-floor, he must give two peahs. One who plants his field with two species of wheat: If he makes up of it one threshing-floor, he gives only one peah; But if two threshing-floors, he gives two peahs.</div><div>6. It happened that Rabbi Shimon of Mitzpah planted his field [with two different kinds] and came before Rabban Gamaliel. They both went up to the Chamber of Hewn Stone and asked [about the law]. Nahum the scribe said: I have a tradition from Rabbi Meyasha, who received it from Abba, who received it from the pairs [of sages], who received it from the prophets, a halakhah of Moses from Sinai, that one who plants his field with two species of wheat, if he makes up of it one threshing-floor, he gives only one peah, but if two threshing-floors, he gives two peahs.</div><div>7. A field harvested by gentiles, or harvested by robbers, or which ants have bitten [the stalks at the roots], or which wind and cattle have broken down, is exempt from peah. If [the owner] harvested half of it and robbers harvested half, it is exempt from peah, for the obligation of peah is in the standing grain.</div><div>8. If robbers harvested half and the owner the other half, he gives peah from what he has harvested. If he harvested half and sold the other half, then the purchaser must give peah for the whole. If he harvested half and dedicated the other half, then he who redeems it from the Temple treasurer must give peah for the whole.</div>",""
"Vayigash","חק לישראל - פרשת ויגש יום ראשון","10","","<h1><b>גמרא</b></h1>","",""
"Vayigash","חק לישראל - פרשת ויגש יום ראשון","11","Berakhot 5b:21-6a:1","תַּנְיָא אַבָּא בִּנְיָמִין אוֹמֵר עַל שְׁנֵי דְבָרִים הָיִיתִי מִצְטָעֵר כָּל יָמַי עַל תְּפִלָּתִי שֶׁתְּהֵא לִפְנֵי מִטָּתִי וְעַל מִטָּתִי שֶׁתְּהֵא נְתוּנָה בֵּין צָפוֹן לְדָרוֹם. עַל תְּפִלָּתִי שֶׁתְּהֵא לִפְנֵי מִטָּתִי. מַאי לִפְנֵי מִטָּתִי אִילֵימָא לִפְנֵי מִטָּתִי מַמָּשׁ וְהָאָמַר רַב יְהוּדָה אָמַר רַב וְאִי תֵּימָא רִבִּי יְהוֹשֻׁעַ בֶּן לֵוִי מְנַיִן לְמִתְפַּלֵּל שֶׁלֹּא יְהֵא דָבָר חוֹצֵץ בֵּינוֹ לְבֵין הַקִּיר שֶׁנֶּאֱמַר (ישעי' ל''ח) וַיַּסֵּב חִזְקִיָּהוּ פָנָיו אֶל הַקִּיר וַיִּתְפַּלֵּל לֹא תֵּימָא לִפְנֵי מִטָּתִי אֶלָא אֵימָא סָמוּךְ לְמִטָתִי. וְעַל מִטָּתִי שֶׁתְּהֵא נְתוּנָה בֵּין צָפוֹן לְדָרוֹם דְאָמַר רִבִּי חָמָא בְּרִבִּי חֲנִינָא אָמַר רִבִּי יִצְחָק כָּל הַנּוֹתֵן מִטָּתוֹ בֵּין צָפוֹן לְדָרוֹם הַוְיָין לֵיהּ בָּנִים זְכָרִים שֶׁנֶּאֱמַר (תהלים י''ז) וּצְפוּנְךָ תְּמַלֵּא בִטְנָם יִשְׂבְּעוּ בָנִים. רַב נַחְמָן בַּר יִצְחָק אָמַר אַף אֵין אִשְׁתּוֹ מַפֶּלֶת נְפָלִים כְּתִיב הָכָא וצְפוּנְךָ תְּמַלֵּא בִטְנָם. וּכְתִיב הָתָם וַיִּמְלְאוּ יָמֶיהָ לָלֶדֶת וְהִנֵּה תוֹמִים בְּבִטְנָהּ. תַּנְיָא אַבָּא בִּנְיָמִין אוֹמֵר שְׁנַיִם שֶׁנִּכְנְסוּ לְהִתְפַּלֵּל וְקָדַם אֶחָד מֵהֶם לְהִתְפַּלֵּל וְלֹא הִמְתִּין אֶת חֲבֵירוֹ וְיָצָא טוֹרְפִין לוֹ תְּפִלָּתוֹ בְּפָנָיו. שֶׁנֶּאֱמַר (איוב י''ח) טוֹרֵף נַפְשׁוֹ בְּאַפּוֹ הַלְמַעַנְךָ תֵּעָזֵב אָרֶץ. וְלֹא עוֹד אֶלָּא שֶׁגּוֹרֵם לִשְׁכִינָה שֶׁתִּסְתַּלֵּק מִיִּשְׂרָאֵל שֶׁנֶּאֱמַר (שם) וְיֶעְתַּק צוּר מִמְּקוֹמוֹ וְאֵין צוּר אֶלָּא הַקָּדוֹשׁ בָּרוּךְ הוּא שֶׁנֶּאֱמַר (דברים ל''ב) צוּר יְלָדְךָ תֶּשִׁי. וְאִם הִמְתִּין לוֹ מַה שְׂכָרוֹ אָמַר רִבִּי יוֹסֵי בְּרִבִּי חֲנִינָא זוֹכֶה לִבְרָכוֹת הַלָּלוּ שֶׁנֶּאֱמַר (ישעי' מ''ח) לוּא הִקְשַׁבְתָּ לְמִצְוֹתָי. וַיְהִי כַנָּהָר שְׁלוֹמֶךָ וְצִדְקָתְךָ כְּגַלֵּי הַיָם. וַיְהִי כַחוֹל זַרְעֶךָ וְצֶאֱצָאֵי מֵעֶיךָ וְגוֹ':","<div>The Gemara returns to the topic of prayer. <b>It was taught</b> in a <i>baraita</i> that the <i>tanna</i> <b>Abba Binyamin</b> would <b>say: All of my life I have taken great pains with regard to two things: That my prayer should be before my bed and that my bed should be placed north to south.</b> Abba Binyamin’s statement requires explanation. With regard to his statement: <b>That my prayer should be before my bed,</b> the Gemara asks, <b>what does before my bed</b> mean? <b>If you say</b> that it <b>literally</b> means that he would stand <b>before his bed</b> and pray, it is difficult, as <b>Rav Yehuda said</b> that <b>Rav said, and some say</b> that <b>Rabbi Yehoshua ben Levi</b> said: <b>From where</b> is it derived <b>that one who prays should have nothing separating between him and the wall? As it is stated: “And Hezekiah turned to face the wall and prayed”</b> (Isaiah 38:2), in order to facilitate his concentration during prayer. That being said, why would Abba Binyamin pray before his bed? Rather, <b>do not say</b> that <b>before my bed</b> refers to where he stood during prayer, but <b>rather, say</b> that he prayed <b>adjacent to</b> the time that he would retire to <b>bed;</b> he was careful to recite <i>Shema</i> and recite the evening prayer just before going to sleep (Rabbeinu Ḥananel).</div><div>Abba Binyamin’s statement: <b>And my bed should be placed north to south</b> was in deference to the Divine Presence, which rests between east and west, the direction of the Temple; as the Holy of Holies was to the west, while the main entrance was to the east. Therefore, the Sages were careful not to perform actions inconsistent with that sanctity while facing east to west; and, therefore, Abba Binyamin was careful not to sleep in a bed that faced east to west.</div><div>In praise of that stringency, the Sages added that <b>Rabbi Ḥama said</b> that <b>Rabbi Ḥanina said</b> that <b>Rabbi Yitzḥak said: One who places his bed facing north to south will</b> be rewarded with <b>male children, as it is stated: “And whose belly You fill with Your treasure [<i>utzfunekha</i>], who have sons in plenty</b> and leave their abundance to their babies” (Psalms 17:14). This verse indicates that one who sets his bed facing north will be rewarded with sons in plenty, as north [<i>tzafon</i>] is etymologically similar to Your treasure [<i>tzfunekha</i>].</div><div><b>Rav Naḥman bar Yitzḥak said: Moreover, his wife will not miscarry.</b> From where do we derive this? <b>It is written here: “And whose belly You fill [<i>temaleh</i>] with Your treasure,” and it is written there,</b> concerning Rebecca’s pregnancy: <b>“And her time to give birth was fulfilled [<i>vayimle’u</i>] and there were twins in her belly”</b> (Genesis 25:24), consequently: You fill with Your treasure refers to a pregnancy that proceeds without complication.</div><div>Another of Abba Binyamin’s statements with regard to the laws of prayer <b>was taught</b> in a <i>baraita</i>: <b>Abba Binyamin says: If two</b> people <b>enter</b> a synagogue outside of the city <b>in order to pray, and one began praying before</b> the other <b>and did not wait for the other</b> person to complete his prayer, <b>and left</b> him alone in the synagogue, <b>his prayer is thrown back in his face.</b> Because he left the other person alone and caused him to be distracted during his prayer, his own prayer is thrown back in his face, <b>as it is stated: “You who throw your soul in your face, for your sake will the earth be forsaken?</b> The Rock will be moved from its place” (Job 18:4). This verse indicates that one who left the other person alone effectively causes his soul, as prayer is the outpouring of the soul before God, to be thrown in his face. God says to that person: For your sake, do you think because you left, the earth will be forsaken, that God will leave the world and the prayer of the other person will go unheard?</div><div><b>Not only that, but it causes the Divine Presence to remove itself from Israel, as it is stated</b> in the continuation of the verse: <b>“The Rock will be moved from its place.”</b> The rock, God, is forced to remove His presence. <b>And Rock means nothing other than the Holy One, Blessed be He, as it is stated: “Of the Rock that gave birth to you, you have been unmindful,</b> and you have forgotten God Who bore you” (Deuteronomy 32:18).</div><div><b>And if he waits for him</b> in the synagogue, what is his reward? Is his reward proportionate to the punishment received by one who failed to do so?</div><div>In terms of this reward, <b>Rabbi Yosei, son of Rabbi Ḥanina said:</b> One who waits in the synagogue for the other to finish his prayer <b>merits the following blessings, as it is stated: “If only you had listened to My mitzvot then your peace would be as a river, and your righteousness as the waves of the sea. Your seed would be as the sand, and the offspring of your body</b> like the grains thereof; his name would be neither cut off nor destroyed from before Me” (Isaiah 48:18–19). The explanation of this passage is based on the etymological similarity between the word mitzva and the word <i>tzevet</i>, which means group. If he keeps the other person company and does not abandon him after his prayer, all of the blessings that appear later in the verse will be fulfilled in him (<i>Talmidei Rabbeinu Yona</i>).</div>",""
"Vayigash","חק לישראל - פרשת ויגש יום ראשון","12","","<h1><b>זוהר</b></h1>","",""
